Found Blocks: ['ANANTAPUR - 4689', 'ATMAKUR - 4690', 'BELUGUPPA - 4692', 'BOMMANAHAL - 4693', 'BRAHMASAMUDRAM - 4694', 'BUKKARAYASAMUDRAM - 4696', 'D.HIREHAL - 4699', 'GARLADINNE - 4702', 'GOOTY - 4703', 'GUMMAGATTA - 4706', 'GUNTAKAL - 4707', 'KALYANDRUG - 4710', 'KAMBADUR - 4711', 'KANEKAL - 4713', 'KUDAIR - 4715', 'KUNDURPI - 4716', 'NARPALA - 4723', 'PAMIDI - 4725', 'PEDDAPAPPUR - 4727', 'PEDDAVADUGUR - 4728', 'PUTLUR - 4730', 'RAPTADU - 4733', 'RAYADURG - 4734', 'SETTUR - 4737', 'SINGANAMALA - 4738', 'TADIPATRI - 4741', 'URAVAKONDA - 4744', 'VAJRAKARUR - 4745', 'VIDAPANAKAL - 4746', 'YADIKI - 4747', 'YELLANUR - 4748']
2025-07-15 12:54:14,914 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > ANANTAPUR - 4689
2025-07-15 12:54:14,914 - INFO - Attempting Macro download for ANANTAPUR...
2025-07-15 12:54:21,622 - INFO - Saved Macro-nutrients CSV to C:\Users\Admin\Desktop\Projects\DE\Soil-Health-Data-Engineering-Assignment\Data Scraping\data\raw\2023-24\ANDHRA PRADESH\ANANTAPUR\ANANTAPUR_macro.csv
2025-07-15 12:54:21,622 - INFO - Macro result: True
2025-07-15 12:54:21,623 - INFO - Attempting Micro download for ANANTAPUR...
2025-07-15 12:54:27,951 - INFO - Saved Micro-nutrients CSV to C:\Users\Admin\Desktop\Projects\DE\Soil-Health-Data-Engineering-Assignment\Data Scraping\data\raw\2023-24\ANDHRA PRADESH\ANANTAPUR\ANANTAPUR_micro.csv
2025-07-15 12:54:27,951 - INFO - Micro result: True
2025-07-15 12:54:27,951 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > ATMAKUR - 4690
2025-07-15 12:54:27,951 - INFO - Attempting Macro download for ATMAKUR...
2025-07-15 12:54:32,076 - INFO - Macro result: False
2025-07-15 12:54:32,076 - INFO - Attempting Micro download for ATMAKUR...
2025-07-15 12:54:32,076 - INFO - Micro result: False
2025-07-15 12:54:32,076 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > BELUGUPPA - 4692
2025-07-15 12:54:32,076 - INFO - Attempting Macro download for BELUGUPPA...
2025-07-15 12:54:32,076 - INFO - Macro result: False
2025-07-15 12:54:32,076 - INFO - Attempting Micro download for BELUGUPPA...
2025-07-15 12:54:32,076 - INFO - Micro result: False
